employee_id,department_name,management_tier,job_title,base_salary,performance_rating,tenure_years,age,gender,ethnicity,hire_date,termination_date,engagement_score,manager_satisfaction,work_life_balance_score,is_attrition,comp_ratio,tenure_cohort,flight_risk_flag
817,IT Support,Associate,Associate - IT Support,47465.56,2,4.94,56,Male,Hispanic,2021-09-07,,6.0,3.0,5.0,0,0.813,3+ Years (Tenured),0
2361,IT Support,Associate,Associate - IT Support,55122.79,4,2.41,38,Male,Caucasian,2024-03-17,,8.0,9.99,9.99,0,0.944,1-3 Years (Mid-Tenure),0
2369,IT Support,Associate,Associate - IT Support,48037.27,4,0.07,37,Non-Binary,Asian,2026-07-21,,6.0,5.0,5.0,0,0.823,0-1 Year (Onboarding),0
3171,IT Support,Associate,Associate - IT Support,62789.19,2,1.25,21,Non-Binary,Caucasian,2025-05-17,,3.0,7.0,5.0,0,1.075,1-3 Years (Mid-Tenure),0
3601,IT Support,Associate,Associate - IT Support,71920.8,4,4.2,37,Male,Asian,2022-06-04,,9.99,9.99,2.0,0,1.232,3+ Years (Tenured),0
895,IT Support,Associate,Associate - IT Support,53147.1,4,2.79,39,Female,Caucasian,2023-10-30,,9.99,8.0,9.99,0,0.91,1-3 Years (Mid-Tenure),0
2469,IT Support,Associate,Associate - IT Support,41807.91,4,0.64,29,Male,Two or More,2025-02-01,2025-09-24,4.0,9.0,5.0,1,0.716,0-1 Year (Onboarding),1
2206,IT Support,Associate,Associate - IT Support,73996.14,1,0.64,41,Male,Asian,2025-12-24,,7.0,8.0,4.0,0,1.267,0-1 Year (Onboarding),0
2466,IT Support,Associate,Associate - IT Support,65796.24,3,1.69,29,Female,Caucasian,2024-09-22,2026-06-01,8.0,9.99,9.99,1,1.127,1-3 Years (Mid-Tenure),0
2215,IT Support,Associate,Associate - IT Support,51200.59,3,4.17,47,Male,African American,2022-06-15,,9.0,7.0,9.99,0,0.877,3+ Years (Tenured),0
483,IT Support,Associate,Associate - IT Support,71647.74,2,2.43,30,Male,Hispanic,2024-03-12,,8.0,7.0,6.0,0,1.227,1-3 Years (Mid-Tenure),0
263,IT Support,Associate,Associate - IT Support,51792.42,4,1.54,50,Non-Binary,Two or More,2025-01-31,,5.0,3.0,4.0,0,0.887,1-3 Years (Mid-Tenure),0
425,IT Support,Associate,Associate - IT Support,52089.01,3,4.76,58,Female,African American,2021-11-13,,1.0,3.0,2.0,0,0.892,3+ Years (Tenured),0
3740,IT Support,Associate,Associate - IT Support,66834.1,3,1.35,38,Female,Hispanic,2025-04-11,,9.99,9.99,5.0,0,1.145,1-3 Years (Mid-Tenure),0
1783,IT Support,Associate,Associate - IT Support,61264.74,4,3.99,29,Male,African American,2022-08-21,,4.0,3.0,4.0,0,1.049,3+ Years (Tenured),1
3736,IT Support,Associate,Associate - IT Support,67559.57,3,2.9,62,Female,African American,2023-09-21,,1.0,5.0,4.0,0,1.157,1-3 Years (Mid-Tenure),0
2245,IT Support,Associate,Associate - IT Support,44322.26,3,4.68,31,Other,African American,2021-12-11,,2.0,7.0,1.0,0,0.759,3+ Years (Tenured),0
158,IT Support,Associate,Associate - IT Support,62544.44,3,0.76,38,Other,African American,2023-04-11,2024-01-13,6.0,5.0,5.0,1,1.071,0-1 Year (Onboarding),0
2254,IT Support,Associate,Associate - IT Support,46831.44,4,4.73,38,Female,African American,2021-11-24,,7.0,4.0,4.0,0,0.802,3+ Years (Tenured),0
3221,IT Support,Associate,Associate - IT Support,63851.36,3,3.36,47,Other,Caucasian,2023-04-05,,9.0,9.99,8.0,0,1.094,3+ Years (Tenured),0
3618,IT Support,Associate,Associate - IT Support,73255.02,4,1.44,38,Female,Hispanic,2025-03-09,,9.0,4.0,5.0,0,1.255,1-3 Years (Mid-Tenure),0
3622,IT Support,Associate,Associate - IT Support,44501.49,4,2.74,45,Female,Hispanic,2023-11-18,,6.0,8.0,2.0,0,0.762,1-3 Years (Mid-Tenure),0
3626,IT Support,Associate,Associate - IT Support,48240.11,4,0.33,40,Male,Two or More,2026-04-16,,4.0,7.0,7.0,0,0.826,0-1 Year (Onboarding),1
3627,IT Support,Associate,Associate - IT Support,69553.68,4,0.04,39,Other,Asian,2026-07-31,,6.0,5.0,5.0,0,1.191,0-1 Year (Onboarding),0
1009,IT Support,Associate,Associate - IT Support,60938.54,2,4.72,43,Non-Binary,Hispanic,2021-11-25,,3.0,4.0,4.0,0,1.044,3+ Years (Tenured),0
2634,IT Support,Associate,Associate - IT Support,65624.19,4,0.83,42,Male,Hispanic,2025-10-17,,6.0,9.99,5.0,0,1.124,0-1 Year (Onboarding),0
3528,IT Support,Associate,Associate - IT Support,55347.4,2,3.02,39,,Asian,2023-08-09,,5.0,9.99,3.0,0,0.948,3+ Years (Tenured),0
1000,IT Support,Associate,Associate - IT Support,50085.01,5,0.7,48,Non-Binary,Two or More,2025-12-01,,9.99,6.0,9.99,0,0.858,0-1 Year (Onboarding),0
4363,IT Support,Associate,Associate - IT Support,60736.97,2,0.07,34,Male,,2026-07-20,,6.0,5.0,5.0,0,1.04,0-1 Year (Onboarding),0
3963,IT Support,Associate,Associate - IT Support,57209.94,3,2.46,48,Female,African American,2024-02-29,,2.0,1.0,4.0,0,0.98,1-3 Years (Mid-Tenure),0
1008,IT Support,Associate,Associate - IT Support,69515.49,5,2.67,36,Female,African American,2023-12-15,,8.0,9.99,8.0,0,1.191,1-3 Years (Mid-Tenure),0
3949,IT Support,Associate,Associate - IT Support,68836.0,2,0.86,56,Female,African American,2025-10-05,,7.0,7.0,4.0,0,1.179,0-1 Year (Onboarding),0
554,IT Support,Associate,Associate - IT Support,60073.83,2,0.09,63,Female,Asian,2025-04-12,2025-05-16,6.0,5.0,5.0,1,1.029,0-1 Year (Onboarding),0
3887,IT Support,Associate,Associate - IT Support,43951.99,5,1.61,34,Other,African American,2025-01-06,,2.0,3.0,1.0,0,0.753,1-3 Years (Mid-Tenure),1
571,IT Support,Associate,Associate - IT Support,68298.22,4,3.73,56,Male,African American,2022-11-24,,5.0,9.99,6.0,0,1.17,3+ Years (Tenured),0
3272,IT Support,Associate,Associate - IT Support,60785.43,3,2.66,57,Female,Caucasian,2023-12-17,,9.0,9.0,9.0,0,1.041,1-3 Years (Mid-Tenure),0
3888,IT Support,Associate,Associate - IT Support,71969.43,4,0.59,48,Female,African American,2023-05-27,2023-12-29,6.0,5.0,5.0,1,1.233,0-1 Year (Onboarding),0
4338,IT Support,Associate,Associate - IT Support,54757.06,5,4.24,21,Female,Caucasian,2022-05-21,,8.0,8.0,9.99,0,0.938,3+ Years (Tenured),0
765,IT Support,Associate,Associate - IT Support,57505.0,2,3.65,56,Male,Hispanic,2022-12-21,,6.0,5.0,1.0,0,0.985,3+ Years (Tenured),0
1800,IT Support,Associate,Associate - IT Support,54561.23,4,3.75,62,Non-Binary,African American,2022-11-14,,3.0,5.0,7.0,0,0.934,3+ Years (Tenured),1
4362,IT Support,Associate,Associate - IT Support,64323.3,3,0.86,29,Other,Caucasian,2025-10-04,,4.0,5.0,1.0,0,1.102,0-1 Year (Onboarding),0
1942,IT Support,Associate,Associate - IT Support,57771.05,4,1.21,46,Non-Binary,Caucasian,2025-05-31,,8.0,6.0,7.0,0,0.989,1-3 Years (Mid-Tenure),0
552,IT Support,Associate,Associate - IT Support,55631.09,5,0.66,39,Other,African American,2025-12-18,,3.0,3.0,5.0,0,0.953,0-1 Year (Onboarding),1
1940,IT Support,Associate,Associate - IT Support,60759.9,4,2.31,34,Other,,2024-04-24,,7.0,9.0,3.0,0,1.041,1-3 Years (Mid-Tenure),0
1938,IT Support,Associate,Associate - IT Support,71224.6,5,0.35,42,Non-Binary,Hispanic,2026-04-09,,5.0,1.0,4.0,0,1.22,0-1 Year (Onboarding),0
1824,IT Support,Associate,Associate - IT Support,50973.27,3,2.86,36,Other,African American,2023-10-06,,7.0,6.0,1.0,0,0.873,1-3 Years (Mid-Tenure),0
3522,IT Support,Associate,Associate - IT Support,71361.95,4,2.22,38,Non-Binary,Hispanic,2023-05-27,2025-08-15,9.99,8.0,3.0,1,1.222,1-3 Years (Mid-Tenure),0
2614,IT Support,Associate,Associate - IT Support,67634.91,5,0.87,30,Non-Binary,African American,2025-10-02,,9.99,9.99,9.99,0,1.158,0-1 Year (Onboarding),0
1023,IT Support,Associate,Associate - IT Support,71315.4,4,2.37,31,Female,Hispanic,2024-04-03,,9.0,9.99,7.0,0,1.221,1-3 Years (Mid-Tenure),0
1908,IT Support,Associate,Associate - IT Support,47192.89,3,0.09,33,Non-Binary,African American,2026-07-12,,6.0,5.0,5.0,0,0.808,0-1 Year (Onboarding),0
1019,IT Support,Associate,Associate - IT Support,56664.09,4,3.62,45,Male,African American,2023-01-01,,9.99,5.0,1.0,0,0.97,3+ Years (Tenured),0
3269,IT Support,Associate,Associate - IT Support,65047.09,4,0.23,59,Other,Two or More,2025-12-23,2026-03-18,6.0,5.0,5.0,1,1.114,0-1 Year (Onboarding),0
1021,IT Support,Associate,Associate - IT Support,48900.95,5,1.27,42,Other,Two or More,2025-05-09,,6.0,7.0,7.0,0,0.837,1-3 Years (Mid-Tenure),0
1971,IT Support,Associate,Associate - IT Support,41914.86,4,1.97,58,Other,Caucasian,2024-08-26,,5.0,2.0,5.0,0,0.718,1-3 Years (Mid-Tenure),0
1839,IT Support,Associate,Associate - IT Support,54653.64,3,1.19,26,Non-Binary,Two or More,2025-06-08,,3.0,3.0,1.0,0,0.936,1-3 Years (Mid-Tenure),0
3940,IT Support,Associate,Associate - IT Support,57657.77,2,3.0,37,Non-Binary,,2023-08-15,,5.0,5.0,6.0,0,0.987,3+ Years (Tenured),0
1982,IT Support,Associate,Associate - IT Support,42630.85,3,0.28,47,Other,Asian,2026-05-03,,6.0,5.0,5.0,0,0.73,0-1 Year (Onboarding),0
2581,IT Support,Associate,Associate - IT Support,56421.45,3,1.37,44,Non-Binary,Asian,2025-04-01,,9.0,7.0,9.99,0,0.966,1-3 Years (Mid-Tenure),0
2690,IT Support,Associate,Associate - IT Support,50218.82,4,0.14,25,Non-Binary,Two or More,2026-06-25,,6.0,5.0,5.0,0,0.86,0-1 Year (Onboarding),0
1855,IT Support,Associate,Associate - IT Support,73213.57,3,0.17,46,Male,Hispanic,2026-06-13,,8.0,8.0,4.0,0,1.254,0-1 Year (Onboarding),0
3867,IT Support,Associate,Associate - IT Support,68858.33,4,0.76,24,Male,African American,2025-11-10,,5.0,9.99,3.0,0,1.179,0-1 Year (Onboarding),0
1785,IT Support,Associate,Associate - IT Support,68758.71,3,2.0,57,Other,Two or More,2024-08-16,,2.0,2.0,1.0,0,1.178,1-3 Years (Mid-Tenure),0
3101,IT Support,Associate,Associate - IT Support,40747.42,3,4.76,39,Male,Two or More,2021-11-10,,1.0,4.0,6.0,0,0.698,3+ Years (Tenured),0
287,IT Support,Associate,Associate - IT Support,74368.89,3,0.67,51,Female,African American,2025-12-14,,7.0,3.0,7.0,0,1.274,0-1 Year (Onboarding),0
117,IT Support,Associate,Associate - IT Support,56261.41,3,4.41,43,Female,Two or More,2022-03-19,,5.0,6.0,8.0,0,0.964,3+ Years (Tenured),0
4372,IT Support,Associate,Associate - IT Support,56780.58,4,0.56,44,Non-Binary,African American,2026-01-24,,8.0,9.99,9.0,0,0.972,0-1 Year (Onboarding),0
1970,IT Support,Associate,Associate - IT Support,61599.5,1,1.71,42,Other,Two or More,2024-11-28,,1.0,6.0,1.0,0,1.055,1-3 Years (Mid-Tenure),0
995,IT Support,Associate,Associate - IT Support,65958.31,5,1.1,42,Male,Asian,2024-01-15,2025-02-20,5.0,6.0,1.0,1,1.13,1-3 Years (Mid-Tenure),0
1795,IT Support,Associate,Associate - IT Support,62427.46,4,4.4,44,Other,Asian,2022-03-24,,3.0,6.0,2.0,0,1.069,3+ Years (Tenured),1
3926,IT Support,Associate,Associate - IT Support,58466.67,5,4.65,39,Non-Binary,,2021-12-20,,9.99,4.0,6.0,0,1.001,3+ Years (Tenured),0
3274,IT Support,Associate,Associate - IT Support,67576.29,5,2.24,47,,Asian,2024-05-20,,5.0,5.0,8.0,0,1.157,1-3 Years (Mid-Tenure),0
1081,IT Support,Associate,Associate - IT Support,44894.22,3,1.58,36,Non-Binary,Asian,2025-01-15,,2.0,1.0,3.0,0,0.769,1-3 Years (Mid-Tenure),0
4106,IT Support,Domain Director,Domain Director - IT Support,123925.31,4,3.18,30,Non-Binary,Caucasian,2023-06-11,,4.0,2.0,5.0,0,0.918,3+ Years (Tenured),1
2344,IT Support,Domain Director,Domain Director - IT Support,145963.52,4,2.51,36,Female,Hispanic,2024-02-11,,9.99,3.0,4.0,0,1.082,1-3 Years (Mid-Tenure),0
3025,IT Support,Manager,Manager - IT Support,94011.36,4,0.33,21,,Caucasian,2026-04-15,,9.99,8.0,5.0,0,1.063,0-1 Year (Onboarding),0
1393,IT Support,Manager,Manager - IT Support,79673.71,4,1.64,55,Male,Asian,2024-12-23,,4.0,5.0,5.0,0,0.901,1-3 Years (Mid-Tenure),1
2140,IT Support,Manager,Manager - IT Support,116658.36,5,2.24,35,Other,Caucasian,2024-05-20,,5.0,8.0,9.99,0,1.319,1-3 Years (Mid-Tenure),0
1831,IT Support,Manager,Manager - IT Support,71184.82,2,0.56,51,Non-Binary,Caucasian,2026-01-23,,7.0,4.0,7.0,0,0.805,0-1 Year (Onboarding),0
2931,IT Support,Manager,Manager - IT Support,70686.03,4,1.09,43,Female,Asian,2025-07-13,,9.0,7.0,6.0,0,0.799,1-3 Years (Mid-Tenure),0
1217,IT Support,Manager,Manager - IT Support,101092.72,3,2.25,31,Non-Binary,Hispanic,2024-05-15,,4.0,1.0,6.0,0,1.143,1-3 Years (Mid-Tenure),0
4232,IT Support,Manager,Manager - IT Support,85887.11,3,0.37,42,Male,Asian,2022-01-21,2022-06-04,6.0,5.0,5.0,1,0.971,0-1 Year (Onboarding),0
3755,IT Support,Supervisor/Lead,Supervisor/Lead - IT Support,68626.73,3,1.77,43,Non-Binary,,2024-11-07,,5.0,1.0,3.0,0,0.953,1-3 Years (Mid-Tenure),0
486,IT Support,Supervisor/Lead,Supervisor/Lead - IT Support,84974.99,4,4.97,46,,Caucasian,2021-08-28,,9.99,6.0,3.0,0,1.18,3+ Years (Tenured),0
3371,IT Support,Supervisor/Lead,Supervisor/Lead - IT Support,81577.77,4,3.14,49,,,2023-06-26,,8.0,6.0,6.0,0,1.132,3+ Years (Tenured),0
1373,IT Support,Supervisor/Lead,Supervisor/Lead - IT Support,77573.42,3,2.18,32,Male,Two or More,2024-06-12,,9.0,6.0,5.0,0,1.077,1-3 Years (Mid-Tenure),0
2267,IT Support,Supervisor/Lead,Supervisor/Lead - IT Support,57829.32,4,2.62,54,Other,Caucasian,2024-01-01,,8.0,1.0,5.0,0,0.803,1-3 Years (Mid-Tenure),0
3181,IT Support,Supervisor/Lead,Supervisor/Lead - IT Support,75123.31,3,1.27,43,Male,Asian,2025-05-08,,9.0,6.0,2.0,0,1.043,1-3 Years (Mid-Tenure),0
2635,IT Support,Supervisor/Lead,Supervisor/Lead - IT Support,79212.04,4,1.48,35,Other,Two or More,2025-02-22,,2.0,1.0,2.0,0,1.1,1-3 Years (Mid-Tenure),1
3915,IT Support,Supervisor/Lead,Supervisor/Lead - IT Support,64187.9,4,3.8,38,Non-Binary,Caucasian,2022-10-29,,7.0,7.0,7.0,0,0.891,3+ Years (Tenured),0
2411,IT Support,Supervisor/Lead,Supervisor/Lead - IT Support,82480.84,5,3.41,53,Non-Binary,African American,2023-03-21,,5.0,5.0,6.0,0,1.145,3+ Years (Tenured),0
1838,IT Support,Supervisor/Lead,Supervisor/Lead - IT Support,64201.91,3,2.1,53,Other,Two or More,2024-07-09,,6.0,7.0,5.0,0,0.891,1-3 Years (Mid-Tenure),0
2263,IT Support,Supervisor/Lead,Supervisor/Lead - IT Support,79818.02,4,3.16,37,Female,Caucasian,2023-06-19,,4.0,4.0,2.0,0,1.108,3+ Years (Tenured),1
3984,IT Support,Supervisor/Lead,Supervisor/Lead - IT Support,76755.73,2,3.41,41,Other,African American,2022-11-27,2026-04-26,8.0,9.99,8.0,1,1.065,3+ Years (Tenured),0
335,IT Support,Supervisor/Lead,Supervisor/Lead - IT Support,73881.32,4,1.15,29,Female,Asian,2025-06-21,,5.0,7.0,8.0,0,1.026,1-3 Years (Mid-Tenure),0
340,IT Support,Supervisor/Lead,Supervisor/Lead - IT Support,65885.64,3,0.28,32,Other,Caucasian,2026-05-05,,5.0,7.0,6.0,0,0.915,0-1 Year (Onboarding),0
28,IT Support,Supervisor/Lead,Supervisor/Lead - IT Support,76513.85,1,2.59,43,Male,Caucasian,2024-01-13,,2.0,1.0,1.0,0,1.062,1-3 Years (Mid-Tenure),0
750,IT Support,Supervisor/Lead,Supervisor/Lead - IT Support,58250.38,4,2.69,28,Female,Two or More,2023-12-08,,2.0,3.0,1.0,0,0.809,1-3 Years (Mid-Tenure),1
138,IT Support,Supervisor/Lead,Supervisor/Lead - IT Support,72336.73,4,1.06,39,Male,African American,2025-07-23,,5.0,3.0,4.0,0,1.004,1-3 Years (Mid-Tenure),0
395,IT Support,Supervisor/Lead,Supervisor/Lead - IT Support,72982.28,5,4.58,46,Female,Asian,2022-01-15,,6.0,5.0,4.0,0,1.013,3+ Years (Tenured),0
1628,IT Support,Supervisor/Lead,Supervisor/Lead - IT Support,70514.45,3,2.02,33,Male,Asian,2024-08-07,,6.0,6.0,9.99,0,0.979,1-3 Years (Mid-Tenure),0
1556,IT Support,Supervisor/Lead,Supervisor/Lead - IT Support,84627.8,3,1.07,37,,,2025-07-19,,2.0,4.0,4.0,0,1.175,1-3 Years (Mid-Tenure),0
2771,IT Support,Supervisor/Lead,Supervisor/Lead - IT Support,87501.07,4,2.83,37,,Caucasian,2023-10-18,,5.0,2.0,6.0,0,1.215,1-3 Years (Mid-Tenure),0
4285,IT Support,Supervisor/Lead,Supervisor/Lead - IT Support,69084.94,3,2.96,47,Male,Caucasian,2023-08-16,2026-08-02,3.0,1.0,1.0,1,0.959,1-3 Years (Mid-Tenure),0
2356,IT Support,Supervisor/Lead,Supervisor/Lead - IT Support,55491.08,3,2.19,45,Male,Caucasian,2024-06-05,,5.0,4.0,4.0,0,0.77,1-3 Years (Mid-Tenure),0
3009,IT Support,Supervisor/Lead,Supervisor/Lead - IT Support,63227.28,4,1.24,38,Female,African American,2023-09-27,2024-12-22,5.0,8.0,2.0,1,0.878,1-3 Years (Mid-Tenure),0
4183,IT Support,Supervisor/Lead,Supervisor/Lead - IT Support,76204.48,4,2.69,42,Other,African American,2023-12-07,,4.0,4.0,3.0,0,1.058,1-3 Years (Mid-Tenure),1
2094,IT Support,Supervisor/Lead,Supervisor/Lead - IT Support,58931.76,4,4.01,35,Other,Two or More,2022-08-11,,2.0,4.0,3.0,0,0.818,3+ Years (Tenured),1
4322,IT Support,Supervisor/Lead,Supervisor/Lead - IT Support,68060.24,5,4.8,21,Non-Binary,Asian,2021-10-29,,5.0,4.0,2.0,0,0.945,3+ Years (Tenured),0
1952,IT Support,Supervisor/Lead,Supervisor/Lead - IT Support,81397.71,4,3.66,35,Male,Asian,2022-12-17,,8.0,6.0,8.0,0,1.13,3+ Years (Tenured),0
3483,IT Support,Supervisor/Lead,Supervisor/Lead - IT Support,66633.72,3,1.61,41,Male,Two or More,2025-01-06,,9.99,9.0,9.99,0,0.925,1-3 Years (Mid-Tenure),0
4390,IT Support,Supervisor/Lead,Supervisor/Lead - IT Support,66005.44,4,0.72,41,Other,African American,2025-11-26,,8.0,2.0,7.0,0,0.916,0-1 Year (Onboarding),0
2477,IT Support,Supervisor/Lead,Supervisor/Lead - IT Support,74582.25,4,3.5,49,Male,African American,2023-02-15,,9.0,9.0,7.0,0,1.035,3+ Years (Tenured),0
872,IT Support,Supervisor/Lead,Supervisor/Lead - IT Support,79538.35,4,1.61,48,Non-Binary,Two or More,2025-01-03,,6.0,9.99,4.0,0,1.104,1-3 Years (Mid-Tenure),0
458,IT Support,Supervisor/Lead,Supervisor/Lead - IT Support,63368.45,3,1.63,23,Non-Binary,African American,2024-12-28,,1.0,1.0,1.0,0,0.88,1-3 Years (Mid-Tenure),0
3900,IT Support,Supervisor/Lead,Supervisor/Lead - IT Support,68240.18,2,1.62,31,Female,,2024-05-18,2025-12-29,4.0,6.0,1.0,1,0.947,1-3 Years (Mid-Tenure),0
2829,IT Support,Supervisor/Lead,Supervisor/Lead - IT Support,75876.16,3,4.43,45,Other,Asian,2022-03-11,,5.0,5.0,6.0,0,1.053,3+ Years (Tenured),0
1512,Security,Assistant Manager,Assistant Manager - Security,74709.86,4,3.22,58,Male,Hispanic,2023-05-28,,5.0,8.0,1.0,0,0.988,3+ Years (Tenured),0
4223,Security,Assistant Manager,Assistant Manager - Security,83103.92,4,2.51,25,Male,Caucasian,2024-02-10,,4.0,4.0,5.0,0,1.099,1-3 Years (Mid-Tenure),1
4181,Security,Assistant Manager,Assistant Manager - Security,78049.19,5,4.01,50,Female,Two or More,2022-08-11,,3.0,5.0,1.0,0,1.032,3+ Years (Tenured),1
863,Security,Assistant Manager,Assistant Manager - Security,75387.04,5,1.73,45,Female,Caucasian,2024-11-23,,2.0,3.0,1.0,0,0.997,1-3 Years (Mid-Tenure),1
474,Security,Assistant Manager,Assistant Manager - Security,64875.21,3,0.36,53,Other,Hispanic,2026-04-06,,3.0,3.0,1.0,0,0.858,0-1 Year (Onboarding),0
2989,Security,Assistant Manager,Assistant Manager - Security,62698.19,3,4.12,39,Female,African American,2022-07-04,,4.0,1.0,3.0,0,0.829,3+ Years (Tenured),0
2779,Security,Assistant Manager,Assistant Manager - Security,72780.11,4,3.95,35,Non-Binary,Asian,2022-09-03,,9.99,9.0,3.0,0,0.962,3+ Years (Tenured),0
914,Security,Assistant Manager,Assistant Manager - Security,93497.39,2,4.58,44,Female,,2022-01-17,,8.0,4.0,7.0,0,1.236,3+ Years (Tenured),0
3212,Security,Associate,Associate - Security,48263.85,4,1.63,37,Non-Binary,African American,2024-12-29,,7.0,9.99,6.0,0,0.834,1-3 Years (Mid-Tenure),0
2365,Security,Associate,Associate - Security,58146.51,3,4.28,48,Male,Asian,2022-05-07,,5.0,5.0,7.0,0,1.005,3+ Years (Tenured),0
2983,Security,Associate,Associate - Security,45051.57,5,3.7,31,Other,Two or More,2021-12-28,2025-09-07,2.0,5.0,5.0,1,0.779,3+ Years (Tenured),1
822,Security,Associate,Associate - Security,44199.53,4,3.72,44,Female,Caucasian,2022-11-25,,1.0,4.0,5.0,0,0.764,3+ Years (Tenured),1
1313,Security,Associate,Associate - Security,47477.65,3,0.41,37,Male,Two or More,2026-03-17,,7.0,4.0,9.99,0,0.821,0-1 Year (Onboarding),0
2949,Security,Associate,Associate - Security,68729.84,3,0.64,34,Female,Hispanic,2025-06-01,2026-01-19,5.0,4.0,3.0,1,1.188,0-1 Year (Onboarding),0
1086,Security,Associate,Associate - Security,47257.53,5,4.92,36,Other,Caucasian,2021-09-13,,7.0,1.0,6.0,0,0.817,3+ Years (Tenured),0
3216,Security,Associate,Associate - Security,48820.53,1,0.09,50,Female,Hispanic,2022-11-23,2022-12-25,6.0,5.0,5.0,1,0.844,0-1 Year (Onboarding),0
4204,Security,Associate,Associate - Security,52519.21,1,0.81,40,Other,Asian,2025-10-22,,5.0,7.0,1.0,0,0.908,0-1 Year (Onboarding),0
1297,Security,Associate,Associate - Security,56407.56,4,4.58,28,Female,African American,2022-01-15,,9.0,7.0,9.99,0,0.975,3+ Years (Tenured),0
3064,Security,Associate,Associate - Security,47234.27,5,0.9,41,Other,Hispanic,2023-10-11,2024-09-04,9.0,8.0,8.0,1,0.816,0-1 Year (Onboarding),0
1057,Security,Associate,Associate - Security,60107.47,5,2.43,35,Female,African American,2024-03-12,,8.0,6.0,9.99,0,1.039,1-3 Years (Mid-Tenure),0
1287,Security,Associate,Associate - Security,50780.62,3,3.38,49,Male,Caucasian,2023-04-01,,4.0,2.0,4.0,0,0.878,3+ Years (Tenured),0
971,Security,Associate,Associate - Security,48378.31,4,3.07,40,Female,Caucasian,2023-07-23,,3.0,6.0,6.0,0,0.836,3+ Years (Tenured),1
4292,Security,Associate,Associate - Security,42901.93,3,2.19,27,Female,Caucasian,2024-06-06,,2.0,4.0,3.0,0,0.742,1-3 Years (Mid-Tenure),0
3035,Security,Associate,Associate - Security,48693.84,3,0.71,33,Female,Two or More,2025-11-28,,1.0,1.0,5.0,0,0.842,0-1 Year (Onboarding),0
3242,Security,Associate,Associate - Security,49615.91,3,0.52,44,Female,Hispanic,2026-02-08,,9.99,7.0,9.99,0,0.858,0-1 Year (Onboarding),0
940,Security,Associate,Associate - Security,57549.24,3,1.61,36,Other,African American,2025-01-05,,5.0,6.0,4.0,0,0.995,1-3 Years (Mid-Tenure),0
1186,Security,Associate,Associate - Security,53198.83,4,3.26,34,Female,Caucasian,2023-05-14,,9.99,7.0,9.99,0,0.92,3+ Years (Tenured),0
4287,Security,Associate,Associate - Security,73935.5,4,0.66,40,Other,Asian,2023-12-24,2024-08-22,6.0,5.0,5.0,1,1.278,0-1 Year (Onboarding),0
999,Security,Associate,Associate - Security,50705.55,5,4.01,21,,African American,2022-08-14,,6.0,7.0,7.0,0,0.877,3+ Years (Tenured),0
952,Security,Associate,Associate - Security,41617.93,2,4.68,31,Other,Hispanic,2021-12-11,,7.0,5.0,4.0,0,0.719,3+ Years (Tenured),0
3130,Security,Associate,Associate - Security,69421.99,3,4.01,41,Female,Hispanic,2022-08-11,,8.0,6.0,3.0,0,1.2,3+ Years (Tenured),0
1147,Security,Associate,Associate - Security,42800.31,3,0.27,34,Other,Caucasian,2026-05-08,,4.0,4.0,5.0,0,0.74,0-1 Year (Onboarding),0
3305,Security,Associate,Associate - Security,47667.54,2,1.05,43,Non-Binary,Asian,2021-08-04,2022-08-23,6.0,5.0,5.0,1,0.824,1-3 Years (Mid-Tenure),0
1174,Security,Associate,Associate - Security,48782.53,4,1.36,42,Male,African American,2025-04-07,,4.0,3.0,9.0,0,0.843,1-3 Years (Mid-Tenure),1
1149,Security,Associate,Associate - Security,63035.92,3,3.75,56,Female,African American,2022-11-16,,2.0,2.0,8.0,0,1.09,3+ Years (Tenured),0
